feature_set,model,fallback_threshold,system_capability_group,selected_threshold,selection_reason,threshold,rows,normal_rows,pre_event_rows,balanced_accuracy,precision,recall,f1,normal_fpr,tn,fp,fn,tp,rank_score
standard_common_plus_system,random_forest_depth5,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6519607843137255,0.9,0.3333333333333333,0.4864864864864865,0.029411764705882353,33.0,1.0,18.0,9.0,0.9558823529411765
standard_common_plus_system,random_forest_depth5,0.6,dhw_storage_return,0.6,best_available_no_threshold_meets_recall_fpr,0.6,22.0,12.0,10.0,0.5583333333333333,0.6666666666666666,0.2,0.3076923076923077,0.08333333333333333,11.0,1.0,8.0,2.0,0.6749999999999999
standard_common_plus_system,random_forest_depth5,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,random_forest_depth5,0.6,heating_common_only,0.6,best_available_no_threshold_meets_recall_fpr,0.6,26.0,16.0,10.0,0.6375,0.6666666666666666,0.4,0.5,0.125,14.0,2.0,6.0,4.0,0.9125000000000001
standard_common_plus_system,xgboost_depth3,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.4,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6781045751633987,0.8,0.4444444444444444,0.5714285714285714,0.08823529411764706,31.0,3.0,15.0,12.0,1.0343137254901962
standard_common_plus_system,xgboost_depth3,0.4,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6166666666666667,0.6666666666666666,0.4,0.5,0.16666666666666666,10.0,2.0,6.0,4.0,0.85
standard_common_plus_system,xgboost_depth3,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.4,heating_common_only,0.7,best_available_no_threshold_meets_recall_fpr,0.7,26.0,16.0,10.0,0.7,1.0,0.4,0.5714285714285714,0.0,16.0,0.0,6.0,4.0,1.1
standard_common_plus_system,xgboost_depth3,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.5,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6781045751633987,0.8,0.4444444444444444,0.5714285714285714,0.08823529411764706,31.0,3.0,15.0,12.0,1.0343137254901962
standard_common_plus_system,xgboost_depth3,0.5,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6166666666666667,0.6666666666666666,0.4,0.5,0.16666666666666666,10.0,2.0,6.0,4.0,0.85
standard_common_plus_system,xgboost_depth3,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.5,heating_common_only,0.7,best_available_no_threshold_meets_recall_fpr,0.7,26.0,16.0,10.0,0.7,1.0,0.4,0.5714285714285714,0.0,16.0,0.0,6.0,4.0,1.1
standard_common_plus_system,xgboost_depth3,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6781045751633987,0.8,0.4444444444444444,0.5714285714285714,0.08823529411764706,31.0,3.0,15.0,12.0,1.0343137254901962
standard_common_plus_system,xgboost_depth3,0.6,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6166666666666667,0.6666666666666666,0.4,0.5,0.16666666666666666,10.0,2.0,6.0,4.0,0.85
standard_common_plus_system,xgboost_depth3,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_common_plus_system,xgboost_depth3,0.6,heating_common_only,0.7,best_available_no_threshold_meets_recall_fpr,0.7,26.0,16.0,10.0,0.7,1.0,0.4,0.5714285714285714,0.0,16.0,0.0,6.0,4.0,1.1
standard_optional_dhw,dummy_most_frequent,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,dummy_most_frequent,0.4,dhw_storage,0.3,best_available_no_threshold_meets_recall_fpr,0.3,61.0,34.0,27.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,27.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.4,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.5,0.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,dummy_most_frequent,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,dummy_most_frequent,0.5,dhw_storage,0.3,best_available_no_threshold_meets_recall_fpr,0.3,61.0,34.0,27.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,27.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.5,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.5,0.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,dummy_most_frequent,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,dummy_most_frequent,0.6,dhw_storage,0.3,best_available_no_threshold_meets_recall_fpr,0.3,61.0,34.0,27.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,27.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.6,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.5,0.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.5
standard_optional_dhw,dummy_most_frequent,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.4,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.5419389978213508,0.5,0.4074074074074074,0.4489795918367347,0.3235294117647059,23.0,11.0,16.0,11.0,0.6258169934640523
standard_optional_dhw,extra_trees_depth3,0.4,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6333333333333333,0.6,0.6,0.6,0.3333333333333333,8.0,4.0,4.0,6.0,0.9000000000000001
standard_optional_dhw,extra_trees_depth3,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.5,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.5419389978213508,0.5,0.4074074074074074,0.4489795918367347,0.3235294117647059,23.0,11.0,16.0,11.0,0.6258169934640523
standard_optional_dhw,extra_trees_depth3,0.5,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6333333333333333,0.6,0.6,0.6,0.3333333333333333,8.0,4.0,4.0,6.0,0.9000000000000001
standard_optional_dhw,extra_trees_depth3,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth3,0.6,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.5419389978213508,0.5,0.4074074074074074,0.4489795918367347,0.3235294117647059,23.0,11.0,16.0,11.0,0.6258169934640523
standard_optional_dhw,extra_trees_depth3,0.6,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.6333333333333333,0.6,0.6,0.6,0.3333333333333333,8.0,4.0,4.0,6.0,0.9000000000000001
standard_optional_dhw,extra_trees_depth3,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.4,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5925925925925926,1.0,0.18518518518518517,0.3125,0.0,34.0,0.0,22.0,5.0,0.7777777777777777
standard_optional_dhw,extra_trees_depth5,0.4,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9.0,3.0,4.0,6.0,1.025
standard_optional_dhw,extra_trees_depth5,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.5,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5925925925925926,1.0,0.18518518518518517,0.3125,0.0,34.0,0.0,22.0,5.0,0.7777777777777777
standard_optional_dhw,extra_trees_depth5,0.5,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9.0,3.0,4.0,6.0,1.025
standard_optional_dhw,extra_trees_depth5,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,extra_trees_depth5,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5925925925925926,1.0,0.18518518518518517,0.3125,0.0,34.0,0.0,22.0,5.0,0.7777777777777777
standard_optional_dhw,extra_trees_depth5,0.6,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.675,0.6666666666666666,0.6,0.631578947368421,0.25,9.0,3.0,4.0,6.0,1.025
standard_optional_dhw,extra_trees_depth5,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.4,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6045751633986928,0.6,0.4444444444444444,0.5106382978723404,0.23529411764705882,26.0,8.0,15.0,12.0,0.8137254901960782
standard_optional_dhw,hist_gradient_boosting,0.4,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7.0,5.0,4.0,6.0,0.7749999999999999
standard_optional_dhw,hist_gradient_boosting,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.5,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6045751633986928,0.6,0.4444444444444444,0.5106382978723404,0.23529411764705882,26.0,8.0,15.0,12.0,0.8137254901960782
standard_optional_dhw,hist_gradient_boosting,0.5,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7.0,5.0,4.0,6.0,0.7749999999999999
standard_optional_dhw,hist_gradient_boosting,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,hist_gradient_boosting,0.6,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6045751633986928,0.6,0.4444444444444444,0.5106382978723404,0.23529411764705882,26.0,8.0,15.0,12.0,0.8137254901960782
standard_optional_dhw,hist_gradient_boosting,0.6,dhw_storage_return,0.5,best_available_no_threshold_meets_recall_fpr,0.5,22.0,12.0,10.0,0.5916666666666667,0.5454545454545454,0.6,0.5714285714285714,0.4166666666666667,7.0,5.0,4.0,6.0,0.7749999999999999
standard_optional_dhw,hist_gradient_boosting,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.4,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5822440087145969,0.5882352941176471,0.37037037037037035,0.45454545454545453,0.20588235294117646,27.0,7.0,17.0,10.0,0.7467320261437909
standard_optional_dhw,lightgbm_depth3,0.4,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.7083333333333333,0.8333333333333334,0.5,0.625,0.08333333333333333,11.0,1.0,5.0,5.0,1.125
standard_optional_dhw,lightgbm_depth3,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.5,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5822440087145969,0.5882352941176471,0.37037037037037035,0.45454545454545453,0.20588235294117646,27.0,7.0,17.0,10.0,0.7467320261437909
standard_optional_dhw,lightgbm_depth3,0.5,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.7083333333333333,0.8333333333333334,0.5,0.625,0.08333333333333333,11.0,1.0,5.0,5.0,1.125
standard_optional_dhw,lightgbm_depth3,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,lightgbm_depth3,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.5822440087145969,0.5882352941176471,0.37037037037037035,0.45454545454545453,0.20588235294117646,27.0,7.0,17.0,10.0,0.7467320261437909
standard_optional_dhw,lightgbm_depth3,0.6,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.7083333333333333,0.8333333333333334,0.5,0.625,0.08333333333333333,11.0,1.0,5.0,5.0,1.125
standard_optional_dhw,lightgbm_depth3,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.4,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6900871459694989,0.6333333333333333,0.7037037037037037,0.6666666666666666,0.3235294117647059,23.0,11.0,8.0,19.0,1.0702614379084967
standard_optional_dhw,logistic_balanced,0.4,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.7583333333333333,0.8571428571428571,0.6,0.7058823529411765,0.08333333333333333,11.0,1.0,4.0,6.0,1.2750000000000001
standard_optional_dhw,logistic_balanced,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.5,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6900871459694989,0.6333333333333333,0.7037037037037037,0.6666666666666666,0.3235294117647059,23.0,11.0,8.0,19.0,1.0702614379084967
standard_optional_dhw,logistic_balanced,0.5,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.7583333333333333,0.8571428571428571,0.6,0.7058823529411765,0.08333333333333333,11.0,1.0,4.0,6.0,1.2750000000000001
standard_optional_dhw,logistic_balanced,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,logistic_balanced,0.6,dhw_storage,0.5,best_available_no_threshold_meets_recall_fpr,0.5,61.0,34.0,27.0,0.6900871459694989,0.6333333333333333,0.7037037037037037,0.6666666666666666,0.3235294117647059,23.0,11.0,8.0,19.0,1.0702614379084967
standard_optional_dhw,logistic_balanced,0.6,dhw_storage_return,0.3,best_available_no_threshold_meets_recall_fpr,0.3,22.0,12.0,10.0,0.7583333333333333,0.8571428571428571,0.6,0.7058823529411765,0.08333333333333333,11.0,1.0,4.0,6.0,1.2750000000000001
standard_optional_dhw,logistic_balanced,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.4,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6040305010893245,0.7272727272727273,0.2962962962962963,0.42105263157894735,0.08823529411764706,31.0,3.0,19.0,8.0,0.8120915032679737
standard_optional_dhw,random_forest_depth3,0.4,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.7083333333333334,0.5882352941176471,1.0,0.7407407407407407,0.5833333333333334,5.0,7.0,0.0,10.0,1.125
standard_optional_dhw,random_forest_depth3,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.5,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6040305010893245,0.7272727272727273,0.2962962962962963,0.42105263157894735,0.08823529411764706,31.0,3.0,19.0,8.0,0.8120915032679737
standard_optional_dhw,random_forest_depth3,0.5,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.7083333333333334,0.5882352941176471,1.0,0.7407407407407407,0.5833333333333334,5.0,7.0,0.0,10.0,1.125
standard_optional_dhw,random_forest_depth3,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth3,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6040305010893245,0.7272727272727273,0.2962962962962963,0.42105263157894735,0.08823529411764706,31.0,3.0,19.0,8.0,0.8120915032679737
standard_optional_dhw,random_forest_depth3,0.6,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.7083333333333334,0.5882352941176471,1.0,0.7407407407407407,0.5833333333333334,5.0,7.0,0.0,10.0,1.125
standard_optional_dhw,random_forest_depth3,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.4,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6187363834422658,0.8,0.2962962962962963,0.43243243243243246,0.058823529411764705,32.0,2.0,19.0,8.0,0.8562091503267973
standard_optional_dhw,random_forest_depth5,0.4,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.6583333333333333,0.5625,0.9,0.6923076923076923,0.5833333333333334,5.0,7.0,1.0,9.0,0.975
standard_optional_dhw,random_forest_depth5,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.5,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6187363834422658,0.8,0.2962962962962963,0.43243243243243246,0.058823529411764705,32.0,2.0,19.0,8.0,0.8562091503267973
standard_optional_dhw,random_forest_depth5,0.5,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.6583333333333333,0.5625,0.9,0.6923076923076923,0.5833333333333334,5.0,7.0,1.0,9.0,0.975
standard_optional_dhw,random_forest_depth5,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,random_forest_depth5,0.6,dhw_storage,0.6,best_available_no_threshold_meets_recall_fpr,0.6,61.0,34.0,27.0,0.6187363834422658,0.8,0.2962962962962963,0.43243243243243246,0.058823529411764705,32.0,2.0,19.0,8.0,0.8562091503267973
standard_optional_dhw,random_forest_depth5,0.6,dhw_storage_return,0.4,best_available_no_threshold_meets_recall_fpr,0.4,22.0,12.0,10.0,0.6583333333333333,0.5625,0.9,0.6923076923076923,0.5833333333333334,5.0,7.0,1.0,9.0,0.975
standard_optional_dhw,random_forest_depth5,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.4,dhw_return,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.4,dhw_storage,0.4,best_available_no_threshold_meets_recall_fpr,0.4,61.0,34.0,27.0,0.5904139433551199,0.5333333333333333,0.5925925925925926,0.5614035087719298,0.4117647058823529,20.0,14.0,11.0,16.0,0.7712418300653595
standard_optional_dhw,xgboost_depth3,0.4,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.5666666666666667,0.6,0.3,0.4,0.16666666666666666,10.0,2.0,7.0,3.0,0.7000000000000001
standard_optional_dhw,xgboost_depth3,0.4,dhw_supply,0.4,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.5,dhw_return,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.5,dhw_storage,0.4,best_available_no_threshold_meets_recall_fpr,0.4,61.0,34.0,27.0,0.5904139433551199,0.5333333333333333,0.5925925925925926,0.5614035087719298,0.4117647058823529,20.0,14.0,11.0,16.0,0.7712418300653595
standard_optional_dhw,xgboost_depth3,0.5,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.5666666666666667,0.6,0.3,0.4,0.16666666666666666,10.0,2.0,7.0,3.0,0.7000000000000001
standard_optional_dhw,xgboost_depth3,0.5,dhw_supply,0.5,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.6,dhw_return,0.6,insufficient_group_data,,,,,,,,,,,,,,
standard_optional_dhw,xgboost_depth3,0.6,dhw_storage,0.4,best_available_no_threshold_meets_recall_fpr,0.4,61.0,34.0,27.0,0.5904139433551199,0.5333333333333333,0.5925925925925926,0.5614035087719298,0.4117647058823529,20.0,14.0,11.0,16.0,0.7712418300653595
standard_optional_dhw,xgboost_depth3,0.6,dhw_storage_return,0.7,best_available_no_threshold_meets_recall_fpr,0.7,22.0,12.0,10.0,0.5666666666666667,0.6,0.3,0.4,0.16666666666666666,10.0,2.0,7.0,3.0,0.7000000000000001
standard_optional_dhw,xgboost_depth3,0.6,dhw_supply,0.6,insufficient_group_data,,,,,,,,,,,,,,
